<<<<<<< HEAD
Orig_COL	Previous_Name			IsMeanVar	IsStdevVar	ShorterVariableName		Units
489 		fBodyGyro-bandsEnergy()-1,8 	FALSE		FALSE 		fBodGyro_bandsErgy_1.8		rad/sec
490 		fBodyGyro-bandsEnergy()-9,16 	FALSE		FALSE 		fBodGyro_bandsErgy_9.16		rad/sec
491 		fBodyGyro-bandsEnergy()-17,24 	FALSE		FALSE 		fBodGyro_bandsErgy_17.24	rad/sec
492 		fBodyGyro-bandsEnergy()-25,32 	FALSE		FALSE 		fBodGyro_bandsErgy_25.32	rad/sec
493 		fBodyGyro-bandsEnergy()-33,40 	FALSE		FALSE 		fBodGyro_bandsErgy_33.40	rad/sec
494 		fBodyGyro-bandsEnergy()-41,48 	FALSE		FALSE 		fBodGyro_bandsErgy_41.48	rad/sec
495 		fBodyGyro-bandsEnergy()-49,56 	FALSE		FALSE 		fBodGyro_bandsErgy_49.56	rad/sec
496 		fBodyGyro-bandsEnergy()-57,64 	FALSE		FALSE 		fBodGyro_bandsErgy_57.64	rad/sec
497 		fBodyGyro-bandsEnergy()-1,16 	FALSE		FALSE 		fBodGyro_bandsErgy_1.16		rad/sec
498 		fBodyGyro-bandsEnergy()-17,32 	FALSE		FALSE 		fBodGyro_bandsErgy_17.32	rad/sec
499 		fBodyGyro-bandsEnergy()-33,48 	FALSE		FALSE 		fBodGyro_bandsErgy_33.48	rad/sec
500 		fBodyGyro-bandsEnergy()-49,64 	FALSE		FALSE 		fBodGyro_bandsErgy_49.64	rad/sec

Orig_COL	Previous_Name			IsMeanVar	IsStdevVar	ShorterVariableName	 	Units
--------	--------------------------	---------	----------	----------------------		-------
501 		fBodyGyro-bandsEnergy()-1,24 	FALSE		FALSE 		fBodGyro_bandsErgy_1.24		rad/sec
502 		fBodyGyro-bandsEnergy()-25,48 	FALSE		FALSE 		fBodGyro_bandsErgy_25.48	rad/sec
503 		fBodyAccMag-mean()  		TRUE		FALSE 		fBodAcMag_mean			grvity (g)
504 		fBodyAccMag-std() 	 	FALSE 		TRUE 		fBodAcMag_std			grvity (g)
505 		fBodyAccMag-mad() 	 	FALSE		FALSE 		fBodAcMag_mad			grvity (g)
506 		fBodyAccMag-max() 	 	FALSE		FALSE 		fBodAcMag_max			grvity (g)
507 		fBodyAccMag-min() 	 	FALSE		FALSE 		fBodAcMag_min			grvity (g)
508 		fBodyAccMag-sma() 	 	FALSE		FALSE 		fBodAcMag_sma			grvity (g)
509 		fBodyAccMag-energy() 	 	FALSE		FALSE 		fBodAcMag_ergy			grvity (g)
510 		fBodyAccMag-iqr() 	 	FALSE		FALSE 		fBodAcMag_iqr			grvity (g)
511 		fBodyAccMag-entropy() 	 	FALSE		FALSE 		fBodAcMag_entrpy		grvity (g)
512 		fBodyAccMag-maxInds 	 	FALSE		FALSE 		fBodAcMag_maxInds		grvity (g)
513 		fBodyAccMag-meanFreq()  	TRUE		FALSE 		fBodAcMag_meanFreq		grvity (g)
514 		fBodyAccMag-skewness() 	 	FALSE		FALSE 		fBodAcMag_skew			grvity (g)
515 		fBodyAccMag-kurtosis() 	 	FALSE		FALSE 		fBodAcMag_kurt			grvity (g)
516 		fBodyBodyAccJerkMag-mean()  	TRUE		FALSE 		fBodBodAcJrkMag_mean		grvity (g)
517 		fBodyBodyAccJerkMag-std() 	FALSE 		TRUE 		fBodBodAcJrkMag_std		grvity (g)
518 		fBodyBodyAccJerkMag-mad() 	FALSE		FALSE 		fBodBodAcJrkMag_mad		grvity (g)
519 		fBodyBodyAccJerkMag-max() 	FALSE		FALSE 		fBodBodAcJrkMag_max		grvity (g)
520 		fBodyBodyAccJerkMag-min() 	FALSE		FALSE 		fBodBodAcJrkMag_min		grvity (g)
521 		fBodyBodyAccJerkMag-sma() 	FALSE		FALSE 		fBodBodAcJrkMag_sma		grvity (g)
522 		fBodyBodyAccJerkMag-energy() 	FALSE		FALSE 		fBodBodAcJrkMag_ergy		grvity (g)
523 		fBodyBodyAccJerkMag-iqr() 	FALSE		FALSE 		fBodBodAcJrkMag_iqr		grvity (g)
524 		fBodyBodyAccJerkMag-entropy() 	FALSE		FALSE 		fBodBodAcJrkMag_entrpy		grvity (g)
525 		fBodyBodyAccJerkMag-maxInds 	FALSE		FALSE 		fBodBodAcJrkMag_maxInds		grvity (g)
526 		fBodyBodyAccJerkMag-meanFreq()  TRUE		FALSE 		fBodBodAcJrkMag_meanFreq	grvity (g)
527 		fBodyBodyAccJerkMag-skewness() 	FALSE		FALSE 		fBodBodAcJrkMag_skew		grvity (g)
528 		fBodyBodyAccJerkMag-kurtosis() 	FALSE		FALSE 		fBodBodAcJrkMag_kurt		grvity (g)
529 		fBodyBodyGyroMag-mean()  	TRUE		FALSE 		fBodBodGyroMag_mean		rad/sec
530 		fBodyBodyGyroMag-std() 	 	FALSE 		TRUE 		fBodBodGyroMag_std		rad/sec
531 		fBodyBodyGyroMag-mad() 	 	FALSE		FALSE 		fBodBodGyroMag_mad		rad/sec
532 		fBodyBodyGyroMag-max() 	 	FALSE		FALSE 		fBodBodGyroMag_max		rad/sec
533 		fBodyBodyGyroMag-min() 	 	FALSE		FALSE 		fBodBodGyroMag_min		rad/sec
534 		fBodyBodyGyroMag-sma() 	 	FALSE		FALSE 		fBodBodGyroMag_sma		rad/sec
535 		fBodyBodyGyroMag-energy() 	FALSE		FALSE 		fBodBodGyroMag_ergy		rad/sec
536 		fBodyBodyGyroMag-iqr() 	 	FALSE		FALSE 		fBodBodGyroMag_iqr		rad/sec
537 		fBodyBodyGyroMag-entropy() 	FALSE		FALSE 		fBodBodGyroMag_entrpy		rad/sec
538 		fBodyBodyGyroMag-maxInds 	FALSE		FALSE 		fBodBodGyroMag_maxInds		rad/sec
539 		fBodyBodyGyroMag-meanFreq()  	TRUE		FALSE 		fBodBodGyroMag_meanFreq		rad/sec
540 		fBodyBodyGyroMag-skewness() 	FALSE		FALSE 		fBodBodGyroMag_skew		rad/sec
541 		fBodyBodyGyroMag-kurtosis() 	FALSE		FALSE 		fBodBodGyroMag_kurt		rad/sec
542 		fBodyBodyGyroJerkMag-mean()  	TRUE		FALSE 		fBodBodGyroJrkMag_mean		rad/sec
543 		fBodyBodyGyroJerkMag-std() 	FALSE 		TRUE 		fBodBodGyroJrkMag_std		rad/sec
544 		fBodyBodyGyroJerkMag-mad() 	FALSE		FALSE 		fBodBodGyroJrkMag_mad		rad/sec
545 		fBodyBodyGyroJerkMag-max() 	FALSE		FALSE 		fBodBodGyroJrkMag_max		rad/sec
546 		fBodyBodyGyroJerkMag-min() 	FALSE		FALSE 		fBodBodGyroJrkMag_min		rad/sec
547 		fBodyBodyGyroJerkMag-sma() 	FALSE		FALSE 		fBodBodGyroJrkMag_sma		rad/sec
548 		fBodyBodyGyroJerkMag-energy() 	FALSE		FALSE 		fBodBodGyroJrkMag_ergy		rad/sec
549 		fBodyBodyGyroJerkMag-iqr() 	FALSE		FALSE 		fBodBodGyroJrkMag_iqr		rad/sec
550 		fBodyBodyGyroJerkMag-entropy() 	FALSE		FALSE 		fBodBodGyroJrkMag_entrpy	rad/sec

Orig_COL	Previous_Name			IsMeanVar	IsStdevVar	ShorterVariableName		Units
--------	--------------------------	---------	----------	----------------------		-------
551 		fBodyBodyGyroJerkMag-maxInds 	FALSE		FALSE 		fBodBodGyroJrkMag_maxInds	rad/sec
552 		fBodyBodyGyroJerkMag-meanFreq() TRUE		FALSE 		fBodBodGyroJrkMag_meanFreq	rad/sec
553 		fBodyBodyGyroJerkMag-skewness() FALSE		FALSE 		fBodBodGyroJrkMag_skew		rad/sec
554 		fBodyBodyGyroJerkMag-kurtosis() FALSE		FALSE 		fBodBodGyroJrkMag_kurt		rad/sec
555 		angle(tBodyAccMean,gravityMean) TRUE		FALSE 		angOf_tBodAcMean.grvMean	rad
556 		angle(tBodyAccJerkMean,gravityMean)TRUE		FALSE 		angOf_tBodAcJrkMean.grvMean	rad
557 		angle(tBodyGyroMean,gravityMean) TRUE		FALSE 		angOf_tBodGyroMean.grvMean	rad
558 		angle(tBodyGyroJerkMean,gravityMean)TRUE	FALSE 		angOf_tBodGyroJrkMean.grvMean	rad
559 		angle(X,gravityMean)  		TRUE		FALSE 		angOf_X.grvMean			rad
560 		angle(Y,gravityMean)  		TRUE		FALSE 		angOf_Y.grvMean			rad
561 		angle(Z,gravityMean)  		TRUE		FALSE 		angOf_Z.grvMean			rad
=======
APPENDIX A:  This appendix relates shortened variable names to their original
names of the UCI_HAR_Dataset.  The actual names used in the averaged tidy
dataset for the course 'Getting and Cleaning Data' added a prefix of 'AV_' to
the shortened names associated with mean and standard deviation values.

Orig_COL	Previous_Name			     IsMeanVar	IsStdevVar	ShorterVariableName		  Units
--------	----------------	      --------	--------	------------------		    -------
1 	  	tBodyAcc-mean()-X 		      TRUE 		  FALSE 		tBodAc_mean_X			      grvity (g)
2 		  tBodyAcc-mean()-Y     		  TRUE 		  FALSE 		tBodAc_mean_Y			      grvity (g)
3 		  tBodyAcc-mean()-Z 	      	TRUE 		  FALSE 		tBodAc_mean_Z		      	grvity (g)
4 	  	tBodyAcc-std()-X 	    	    FALSE 		TRUE 		  tBodAc_std_X      			grvity (g)
5 		  tBodyAcc-std()-Y 		        FALSE 		TRUE 		  tBodAc_std_Y			      grvity (g)
6 		  tBodyAcc-std()-Z    		    FALSE		  TRUE 		  tBodAc_std_Z      			grvity (g)
7 		  tBodyAcc-mad()-X 		        FALSE 		FALSE 		tBodAc_mad_X			      grvity (g)
8 		  tBodyAcc-mad()-Y 		        FALSE 		FALSE 		tBodAc_mad_Y      			grvity (g)
9 		  tBodyAcc-mad()-Z    	  	  FALSE 		FALSE 		tBodAc_mad_Z			      grvity (g)
10 		  tBodyAcc-max()-X 		        FALSE 		FALSE 		tBodAc_max_X      			grvity (g)
11 		  tBodyAcc-max()-Y 		        FALSE 		FALSE 		tBodAc_max_Y			      grvity (g)
12 	  	tBodyAcc-max()-Z 	    	    FALSE 		FALSE 		tBodAc_max_Z		      	grvity (g)
13 		  tBodyAcc-min()-X 		        FALSE 		FALSE 		tBodAc_min_X      			grvity (g)
14 	  	tBodyAcc-min()-Y    		    FALSE 		FALSE 		tBodAc_min_Y			      grvity (g)
15 		  tBodyAcc-min()-Z 		        FALSE 		FALSE 		tBodAc_min_Z      			grvity (g)
16 		  tBodyAcc-sma() 		  	      FALSE 		FALSE 		tBodAc_sma	      		  grvity (g)
17 		  tBodyAcc-energy()-X    	    FALSE 		FALSE 		tBodAc_ergy_X			      grvity (g)
18 		  tBodyAcc-energy()-Y 	      FALSE 		FALSE 		tBodAc_ergy_Y     			grvity (g)
19 		  tBodyAcc-energy()-Z     	  FALSE 		FALSE 		tBodAc_ergy_Z			      grvity (g)
20 		  tBodyAcc-iqr()-X 		        FALSE 		FALSE 		tBodAc_iqr_X      			grvity (g)
21 		  tBodyAcc-iqr()-Y 	    	    FALSE 		FALSE 		tBodAc_iqr_Y			      grvity (g)
22 		  tBodyAcc-iqr()-Z 	  	      FALSE 		FALSE 		tBodAc_iqr_Z	      		grvity (g)
23 	  	tBodyAcc-entropy()-X    		FALSE 		FALSE 		tBodAc_entrpy_X			    grvity (g)
24 		  tBodyAcc-entropy()-Y    		FALSE 		FALSE 		tBodAc_entrpy_Y			    grvity (g)
25 	  	tBodyAcc-entropy()-Z    		FALSE 		FALSE 		tBodAc_entrpy_Z			    grvity (g)
26 		tBodyAcc-arCoeff()-X,1    		FALSE 		FALSE 		tBodAc_arCoeff_X.1		  grvity (g)
27 		tBodyAcc-arCoeff()-X,2    		FALSE 		FALSE 		tBodAc_arCoeff_X.2		  grvity (g)
28 		tBodyAcc-arCoeff()-X,3    		FALSE 		FALSE 		tBodAc_arCoeff_X.3		  grvity (g)
29 		tBodyAcc-arCoeff()-X,4    		FALSE 		FALSE 		tBodAc_arCoeff_X.4	  	grvity (g)
30 		tBodyAcc-arCoeff()-Y,1 		    FALSE 		FALSE 		tBodAc_arCoeff_Y.1  		grvity (g)
31 		tBodyAcc-arCoeff()-Y,2    		FALSE 		FALSE 		tBodAc_arCoeff_Y.2		  grvity (g)
32 		tBodyAcc-arCoeff()-Y,3 		    FALSE 		FALSE 		tBodAc_arCoeff_Y.3	  	grvity (g)
33 		tBodyAcc-arCoeff()-Y,4    		FALSE 		FALSE 		tBodAc_arCoeff_Y.4  		grvity (g)
34 		tBodyAcc-arCoeff()-Z,1 		    FALSE 		FALSE 		tBodAc_arCoeff_Z.1		  grvity (g)
35 		tBodyAcc-arCoeff()-Z,2    		FALSE 		FALSE 		tBodAc_arCoeff_Z.2	  	grvity (g)
36 		tBodyAcc-arCoeff()-Z,3 		    FALSE 		FALSE 		tBodAc_arCoeff_Z.3		  grvity (g)
37 		tBodyAcc-arCoeff()-Z,4    		FALSE 		FALSE 		tBodAc_arCoeff_Z.4	  	grvity (g)
38 		tBodyAcc-correlation()-X,Y 	  FALSE 		FALSE 		tBodAc_corr_X.Y	    		grvity (g)
39 		tBodyAcc-correlation()-X,Z  	FALSE 		FALSE 		tBodAc_corr_X.Z			    grvity (g)
40 		tBodyAcc-correlation()-Y,Z 	  FALSE 		FALSE 		tBodAc_corr_Y.Z	    		grvity (g)
41 		tGravityAcc-mean()-X 		      TRUE 	  	FALSE 		tGrvAc_mean_X		      	grvity (g)
42 		tGravityAcc-mean()-Y 	    	  TRUE 		  FALSE 		tGrvAc_mean_Y		      	grvity (g)
43 		tGravityAcc-mean()-Z 		      TRUE 	  	FALSE 		tGrvAc_mean_Z	      		grvity (g)
44 		tGravityAcc-std()-X 		      FALSE 		TRUE 		  tGrvAc_std_X	      		grvity (g)
45 		tGravityAcc-std()-Y 	    	  FALSE 		TRUE 		  tGrvAc_std_Y      			grvity (g)
46 		tGravityAcc-std()-Z 	    	  FALSE 		TRUE 		  tGrvAc_std_Z      			grvity (g)
47 		tGravityAcc-mad()-X 		      FALSE 		FALSE 		tGrvAc_mad_X      			grvity (g)
48 		tGravityAcc-mad()-Y      		  FALSE 		FALSE 		tGrvAc_mad_Y			      grvity (g)
49 		tGravityAcc-mad()-Z 		      FALSE 		FALSE 		tGrvAc_mad_Z      			grvity (g)
50 		tGravityAcc-max()-X     		  FALSE 		FALSE 		tGrvAc_max_X			      grvity (g)

Orig_COL	Previous_Name			      IsMeanVar	IsStdevVar	ShorterVariableName	    	Units
--------	--------------------	---------	----------	----------------------	  -------
51 		tGravityAcc-max()-Y       		FALSE 		FALSE 		tGrvAc_max_Y		      	grvity (g)
52 		tGravityAcc-max()-Z 		      FALSE 		FALSE 		tGrvAc_max_Z		      	grvity (g)
53 		tGravityAcc-min()-X 		      FALSE 		FALSE 		tGrvAc_min_X	      		grvity (g)
54 		tGravityAcc-min()-Y       		FALSE 		FALSE 		tGrvAc_min_Y      			grvity (g)
55 		tGravityAcc-min()-Z       		FALSE 		FALSE 		tGrvAc_min_Z      			grvity (g)
56 		tGravityAcc-sma()         		FALSE 		FALSE 		tGrvAc_sma        			grvity (g)
57 		tGravityAcc-energy()-X 		    FALSE 		FALSE 		tGrvAc_ergy_X			      grvity (g)
58 		tGravityAcc-energy()-Y 	    	FALSE 		FALSE 		tGrvAc_ergy_Y	      		grvity (g)
59 		tGravityAcc-energy()-Z 	    	FALSE 		FALSE 		tGrvAc_ergy_Z		      	grvity (g)
60 		tGravityAcc-iqr()-X 	      	FALSE 		FALSE 		tGrvAc_iqr_X		      	grvity (g)
61 		tGravityAcc-iqr()-Y 	      	FALSE 		FALSE 		tGrvAc_iqr_Y		      	grvity (g)
62 		tGravityAcc-iqr()-Z 	      	FALSE 		FALSE 		tGrvAc_iqr_Z		      	grvity (g)
63 		tGravityAcc-entropy()-X     	FALSE 		FALSE 		tGrvAc_entrpy_X		    	grvity (g)
64 		tGravityAcc-entropy()-Y     	FALSE 		FALSE 		tGrvAc_entrpy_Y		    	grvity (g)
65 		tGravityAcc-entropy()-Z 	    FALSE 		FALSE 		tGrvAc_entrpy_Z		    	grvity (g)
66 		tGravityAcc-arCoeff()-X,1   	FALSE 		FALSE 		tGrvAc_arCoeff_X.1	  	grvity (g)
67 		tGravityAcc-arCoeff()-X,2 	  FALSE 		FALSE 		tGrvAc_arCoeff_X.2	  	grvity (g)
68 		tGravityAcc-arCoeff()-X,3   	FALSE 		FALSE 		tGrvAc_arCoeff_X.3	  	grvity (g)
69 		tGravityAcc-arCoeff()-X,4   	FALSE 		FALSE 		tGrvAc_arCoeff_X.4	  	grvity (g)
70 		tGravityAcc-arCoeff()-Y,1   	FALSE 		FALSE 		tGrvAc_arCoeff_Y.1	  	grvity (g)
71 		tGravityAcc-arCoeff()-Y,2   	FALSE 		FALSE 		tGrvAc_arCoeff_Y.2	  	grvity (g)
72  	tGravityAcc-arCoeff()-Y,3 	  FALSE  		FALSE 		tGrvAc_arCoeff_Y.3	  	grvity (g)
73  	tGravityAcc-arCoeff()-Y,4   	FALSE  		FALSE 		tGrvAc_arCoeff_Y.4	  	grvity (g)
74  	tGravityAcc-arCoeff()-Z,1   	FALSE  		FALSE 		tGrvAc_arCoeff_Z.1	  	grvity (g)
75  	tGravityAcc-arCoeff()-Z,2   	FALSE  		FALSE 		tGrvAc_arCoeff_Z.2	  	grvity (g)
76  	tGravityAcc-arCoeff()-Z,3   	FALSE  		FALSE 		tGrvAc_arCoeff_Z.3	  	grvity (g)
77  	tGravityAcc-arCoeff()-Z,4 	  FALSE  		FALSE 		tGrvAc_arCoeff_Z.4	  	grvity (g)
78  	tGravityAcc-correlation()-X,Y   FALSE 	FALSE 		tGrvAc_corr_X.Y		    	grvity (g)
79		tGravityAcc-correlation()-X,Z 	FALSE 	FALSE 		tGrvAc_corr_X.Z		    	grvity (g)
80  	tGravityAcc-correlation()-Y,Z 	FALSE 	FALSE 		tGrvAc_corr_Y.Z		    	grvity (g)
81  	tBodyAccJerk-mean()-X 		    TRUE 		  FALSE 		tBodAcJrk_mean_X		    grvity (g)
82		tBodyAccJerk-mean()-Y 		    TRUE 	  	FALSE 		tBodAcJrk_mean_Y		    grvity (g)
83  	tBodyAccJerk-mean()-Z 	    	TRUE 		  FALSE 		tBodAcJrk_mean_Z		    grvity (g)
84  	tBodyAccJerk-std()-X 		      FALSE 		TRUE 		  tBodAcJrk_std_X			    grvity (g)
85  	tBodyAccJerk-std()-Y 		      FALSE 		TRUE 		  tBodAcJrk_std_Y		    	grvity (g)
86  	tBodyAccJerk-std()-Z 		      FALSE 		TRUE 		  tBodAcJrk_std_Z			    grvity (g)
87  	tBodyAccJerk-mad()-X 		      FALSE 		FALSE 		tBodAcJrk_mad_X			    grvity (g)
88  	tBodyAccJerk-mad()-Y 	        FALSE 		FALSE 		tBodAcJrk_mad_Y			    grvity (g)
89  	tBodyAccJerk-mad()-Z 	      	FALSE 		FALSE 		tBodAcJrk_mad_Z			    grvity (g)
90  	tBodyAccJerk-max()-X 		      FALSE 		FALSE 		tBodAcJrk_max_X			    grvity (g)
91  	tBodyAccJerk-max()-Y 		      FALSE 		FALSE 		tBodAcJrk_max_Y			    grvity (g)
92  	tBodyAccJerk-max()-Z 	      	FALSE 		FALSE 		tBodAcJrk_max_Z			    grvity (g)
93  	tBodyAccJerk-min()-X 	      	FALSE 		FALSE 		tBodAcJrk_min_X			    grvity (g)
94  	tBodyAccJerk-min()-Y 	      	FALSE 		FALSE 		tBodAcJrk_min_Y			    grvity (g)
95  	tBodyAccJerk-min()-Z 	      	FALSE 		FALSE 		tBodAcJrk_min_Z			    grvity (g)
96  	tBodyAccJerk-sma() 		        FALSE 		FALSE 		tBodAcJrk_sma		  	    grvity (g)
97  	tBodyAccJerk-energy()-X 	    FALSE 	  FALSE 		tBodAcJrk_ergy_X	    	grvity (g)
98  	tBodyAccJerk-energy()-Y 	    FALSE 	  FALSE 		tBodAcJrk_ergy_Y		    grvity (g)
99  	tBodyAccJerk-energy()-Z 	    FALSE 	  FALSE 		tBodAcJrk_ergy_Z		    grvity (g)
100  	tBodyAccJerk-iqr()-X 		      FALSE 		FALSE 		tBodAcJrk_iqr_X			    grvity (g)

Orig_COL	Previous_Name		        	IsMeanVar	IsStdevVar	ShorterVariableName 		Units
--------	---------------------	  ---------	----------	----------------------	-------
101  	tBodyAccJerk-iqr()-Y 		      FALSE 		FALSE 		tBodAcJrk_iqr_Y			    grvity (g)
102  	tBodyAccJerk-iqr()-Z 		      FALSE 		FALSE 		tBodAcJrk_iqr_Z			    grvity (g)
103 	tBodyAccJerk-entropy()-X 	    FALSE 		FALSE 		tBodAcJrk_entrpy_X		  grvity (g)
104 	tBodyAccJerk-entropy()-Y 	    FALSE 		FALSE 		tBodAcJrk_entrpy_Y	  	grvity (g)
105 	tBodyAccJerk-entropy()-Z 	    FALSE 		FALSE 		tBodAcJrk_entrpy_Z		  grvity (g)
106 	tBodyAccJerk-arCoeff()-X,1 	  FALSE 		FALSE 		tBodAcJrk_arCoeff_X.1		grvity (g)
107 	tBodyAccJerk-arCoeff()-X,2 	  FALSE 		FALSE 		tBodAcJrk_arCoeff_X.2		grvity (g)
108 	tBodyAccJerk-arCoeff()-X,3 	  FALSE 		FALSE 		tBodAcJrk_arCoeff_X.3		grvity (g)
109 	tBodyAccJerk-arCoeff()-X,4 	  FALSE 		FALSE 		tBodAcJrk_arCoeff_X.4		grvity (g)
110 	tBodyAccJerk-arCoeff()-Y,1	  FALSE 		FALSE 		tBodAcJrk_arCoeff_Y.1		grvity (g)
111 	tBodyAccJerk-arCoeff()-Y,2 	  FALSE 		FALSE 		tBodAcJrk_arCoeff_Y.2		grvity (g)
112 	tBodyAccJerk-arCoeff()-Y,3 	  FALSE 		FALSE 		tBodAcJrk_arCoeff_Y.3		grvity (g)
113 	tBodyAccJerk-arCoeff()-Y,4 	  FALSE 		FALSE 		tBodAcJrk_arCoeff_Y.4		grvity (g)
114 	tBodyAccJerk-arCoeff()-Z,1  	FALSE 		FALSE 		tBodAcJrk_arCoeff_Z.1		grvity (g)
115 	tBodyAccJerk-arCoeff()-Z,2 	  FALSE 		FALSE 		tBodAcJrk_arCoeff_Z.2		grvity (g)
116 	tBodyAccJerk-arCoeff()-Z,3 	  FALSE 		FALSE 		tBodAcJrk_arCoeff_Z.3		grvity (g)
117 	tBodyAccJerk-arCoeff()-Z,4 	  FALSE 		FALSE 		tBodAcJrk_arCoeff_Z.4		grvity (g)
118 	tBodyAccJerk-correlation()-X,Y	FALSE 	FALSE 		tBodAcJrk_corr_X.Y		  grvity (g)
119 	tBodyAccJerk-correlation()-X,Z	FALSE 	FALSE 		tBodAcJrk_corr_X.Z		  grvity (g)
120 	tBodyAccJerk-correlation()-Y,Z	FALSE 	FALSE 		tBodAcJrk_corr_Y.Z		  grvity (g)
121 	tBodyGyro-mean()-X 		        TRUE 		  FALSE 		tBodGyro_mean_Y			    rad/sec
123 	tBodyGyro-mean()-Z 		        TRUE 		  FALSE 		tBodGyro_mean_Z			    rad/sec
124 	tBodyGyro-std()-X 		        FALSE 		TRUE 		  tBodGyro_std_X			    rad/sec
125 	tBodyGyro-std()-Y 		        FALSE 		TRUE 		  tBodGyro_std_Y		    	rad/sec
126 	tBodyGyro-std()-Z 		        FALSE 		TRUE 		  tBodGyro_std_Z			    rad/sec
127 	tBodyGyro-mad()-X 	          FALSE 		FALSE 		tBodGyro_mad_X			    rad/sec
128 	tBodyGyro-mad()-Y 		        FALSE 		FALSE 		tBodGyro_mad_Y			    rad/sec
129 	tBodyGyro-mad()-Z 		        FALSE 		FALSE 		tBodGyro_mad_Z			    rad/sec
130 	tBodyGyro-max()-X 		        FALSE 		FALSE 		tBodGyro_max_X			    rad/sec
131 	tBodyGyro-max()-Y 		        FALSE 		FALSE 		tBodGyro_max_Y			    rad/sec
132 	tBodyGyro-max()-Z 		        FALSE 		FALSE 		tBodGyro_max_Z			    rad/sec
133 	tBodyGyro-min()-X 		        FALSE 		FALSE 		tBodGyro_min_X			    rad/sec
134 	tBodyGyro-min()-Y 	        	FALSE 		FALSE 		tBodGyro_min_Y			    rad/sec
135 	tBodyGyro-min()-Z 		        FALSE 		FALSE 		tBodGyro_min_Z			    rad/sec
136 	tBodyGyro-sma() 		          FALSE 		FALSE 		tBodGyro_sma			      rad/sec
137 	tBodyGyro-energy()-X 	      	FALSE 		FALSE 		tBodGyro_ergy_X			    rad/sec
138 	tBodyGyro-energy()-Y 		      FALSE 		FALSE 		tBodGyro_ergy_Y			    rad/sec
139 	tBodyGyro-energy()-Z 		      FALSE 		FALSE 		tBodGyro_ergy_Z			    rad/sec
140 	tBodyGyro-iqr()-X 	        	FALSE 		FALSE 		tBodGyro_iqr_X		    	rad/sec
141 	tBodyGyro-iqr()-Y 		        FALSE 		FALSE 		tBodGyro_iqr_Y		    	rad/sec
142 	tBodyGyro-iqr()-Z 		        FALSE 		FALSE 		tBodGyro_iqr_Z		    	rad/sec
143 	tBodyGyro-entropy()-X 		    FALSE 		FALSE 		tBodGyro_entrpy_X		    rad/sec
144 	tBodyGyro-entropy()-Y 		    FALSE 		FALSE 		tBodGyro_entrpy_Y	    	rad/sec
145 	tBodyGyro-entropy()-Z 	    	FALSE 		FALSE 		tBodGyro_entrpy_Z		    rad/sec
146 	tBodyGyro-arCoeff()-X,1 	    FALSE 		FALSE 		tBodGyro_arCoeff_X.1		rad/sec
147 	tBodyGyro-arCoeff()-X,2     	FALSE 		FALSE 		tBodGyro_arCoeff_X.2		rad/sec
148 	tBodyGyro-arCoeff()-X,3     	FALSE 		FALSE 		tBodGyro_arCoeff_X.3		rad/sec
149 	tBodyGyro-arCoeff()-X,4 	    FALSE 		FALSE 		tBodGyro_arCoeff_X.4		rad/sec
150 	tBodyGyro-arCoeff()-Y,1     	FALSE 		FALSE 		tBodGyro_arCoeff_Y.1		rad/sec

Orig_COL	Previous_Name		      	IsMeanVar	IsStdevVar	ShorterVariableName		    Units
--------	--------------------	  ---------	----------	----------------------		-------
151 	tBodyGyro-arCoeff()-Y,2 	    FALSE 		FALSE 		tBodGyro_arCoeff_Y.2		rad/sec
152 	tBodyGyro-arCoeff()-Y,3 	    FALSE 		FALSE 		tBodGyro_arCoeff_Y.3		rad/sec
153 	tBodyGyro-arCoeff()-Y,4     	FALSE 		FALSE 		tBodGyro_arCoeff_Y.4		rad/sec
154 	tBodyGyro-arCoeff()-Z,1     	FALSE 		FALSE 		tBodGyro_arCoeff_Z.1		rad/sec
155 	tBodyGyro-arCoeff()-Z,2 	    FALSE 		FALSE 		tBodGyro_arCoeff_Z.2		rad/sec
156 	tBodyGyro-arCoeff()-Z,3     	FALSE 		FALSE 		tBodGyro_arCoeff_Z.3		rad/sec
157 	tBodyGyro-arCoeff()-Z,4 	    FALSE 		FALSE 		tBodGyro_arCoeff_Z.4		rad/sec
158 	tBodyGyro-correlation()-X,Y 	FALSE 		FALSE 		tBodGyro_corr_X.Y		    rad/sec
159 	tBodyGyro-correlation()-X,Z 	FALSE 		FALSE 		tBodGyro_corr_X.Z		    rad/sec
160 	tBodyGyro-correlation()-Y,Z 	FALSE 		FALSE 		tBodGyro_corr_Y.Z		    rad/sec
161 	tBodyGyroJerk-mean()-X 		    TRUE 		  FALSE 		tBodGyroJrk_mean_X		  rad/sec
162 	tBodyGyroJerk-mean()-Y 		    TRUE 		  FALSE 		tBodGyroJrk_mean_Y	  	rad/sec
163 	tBodyGyroJerk-mean()-Z 	    	TRUE 		  FALSE 		tBodGyroJrk_mean_Z	  	rad/sec
164 	tBodyGyroJerk-std()-X 	    	FALSE 		TRUE 		  tBodGyroJrk_std_X		    rad/sec
165 	tBodyGyroJerk-std()-Y 	 	    FALSE 		TRUE 	  	tBodGyroJrk_std_Y	    	rad/sec
166 	tBodyGyroJerk-std()-Z 	 	    FALSE 		TRUE 		  tBodGyroJrk_std_Z		    rad/sec
